name,height_cm,weight_kg,reach_cm,strikes_per_min,striking_accuracy,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
Shuya Kamikubo,165.1,61.23,172.72,3.83,0.54,4.9,0.15,0.0,0.5
Kai Kamaka,170.18,65.77,175.26,4.96,0.57,5.29,0.58,0.52,0.3
Bryson Kamaka,180.34,77.11,,9.47,0.6,12.63,0.0,1.0,0.0
Geza Kalman,185.42,90.72,,0.0,0.0,0.0,0.0,0.0,0.0
Saidyokub Kakhramonov,172.72,61.23,175.26,2.05,0.51,0.88,0.48,0.83,1.9
Sirwan Kakai,165.1,61.23,,3.57,0.41,4.63,0.42,0.83,0.0
Kaiwen,175.26,65.77,182.88,4.32,0.49,3.74,0.33,0.92,0.0
Oron Kahlon,172.72,61.23,177.8,0.85,0.37,4.93,0.0,0.4,0.0
Emily Kagan,160.02,52.16,,2.6,0.36,5.29,0.14,0.5,0.0
Patrick Kaase,175.26,83.91,,4.4,0.67,0.53,0.0,0.5,0.0
Scott Junk,185.42,120.2,,5.13,0.6,1.81,0.0,0.0,0.0
Da Woon Jung,193.04,92.99,198.12,3.24,0.4,4.23,0.47,0.75,0.2
Young Sam Jung,172.72,63.05,,0.53,0.09,2.79,0.0,0.0,2.0
Chan Sung Jung,170.18,65.77,182.88,3.93,0.41,4.52,0.44,0.72,0.6
Bu-Kyung Jung,170.18,69.85,,0.63,0.36,1.85,0.75,0.0,1.5
Luke Jumeau,180.34,77.11,182.88,2.93,0.43,3.17,1.0,0.86,0.0
Steve Judson,180.34,104.33,,0.0,0.0,0.0,0.0,0.0,0.0
Carli Judice,170.18,56.7,172.72,11.18,0.53,10.01,0.25,0.7,0.0
Anshul Jubli,182.88,70.31,175.26,6.42,0.46,5.72,0.18,0.63,0.4
Ernie Juarez,172.72,65.77,177.8,4.21,0.51,6.23,0.0,0.25,0.0
Jesse Juarez,185.42,77.11,,1.71,0.48,2.87,0.33,0.5,0.0
Tony Juarez,,70.31,,0.89,0.25,10.34,1.0,0.66,0.0
Dustin Joynson,198.12,110.68,198.12,3.28,0.53,5.63,0.0,0.0,0.0
Mike Joy,167.64,70.31,,0.57,0.33,1.71,0.33,0.0,2.3
Kevin Jousset,187.96,77.11,190.5,6.61,0.51,6.49,0.4,1.0,0.3
Charles Jourdain,175.26,61.23,175.26,5.43,0.48,4.27,0.21,0.47,0.6
Alan Jouban,182.88,77.11,185.42,5.67,0.5,3.77,0.44,0.58,0.3
Krzysztof Jotko,185.42,83.91,195.58,2.98,0.42,2.23,0.39,0.82,0.1
Jeff Joslin,182.88,77.11,,2.17,0.39,1.57,0.33,0.64,0.5
Dwight Joseph,167.64,61.23,,2.6,0.52,2.87,0.2,0.2,1.0
Gareth Joseph,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Scott Jorgensen,165.1,61.23,167.64,3.37,0.4,3.41,0.45,0.59,0.7
Ivan Jorge,175.26,70.31,185.42,3.41,0.49,2.91,0.16,0.75,0.6
Shawn Jordan,182.88,117.93,190.5,2.87,0.5,3.3,0.38,0.76,0.1
Joe Jordan,167.64,70.31,,1.85,0.25,4.27,0.0,0.66,0.0
Kevin Jordan,190.5,111.13,,2.0,0.4,1.91,0.0,0.77,0.6
Jocelyn Jones-Lybarger,170.18,52.16,162.56,2.96,0.31,4.83,0.25,0.81,0.0
Jacobi Jones,175.26,70.31,182.88,5.87,0.46,7.6,0.0,0.33,0.0
Craig Jones,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Mason Jones,177.8,70.31,187.96,5.61,0.44,4.94,0.45,0.8,0.0
Trevin Jones,170.18,61.23,177.8,2.13,0.37,4.29,0.15,0.6,0.2
Antonio Jones,180.34,83.91,,7.5,0.55,30.0,0.0,0.0,0.0
Jamelle Jones,182.88,92.99,190.5,1.78,0.8,3.11,0.0,0.0,0.0
Roshaun Jones,172.72,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Jones,175.26,67.59,,0.0,0.0,0.0,0.0,0.0,0.0
Victor Jones,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Ben Jones,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Justin Jones,180.34,83.91,,1.7,0.36,3.17,0.15,0.46,0.5
Roy Jones,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Tito Jones,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Jones,175.26,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Carlton Jones,185.42,102.06,,2.32,0.41,3.58,0.5,0.57,2.7
Marcus Jones,198.12,120.2,,1.94,0.52,2.71,0.75,0.0,2.9
Nathan Jones,210.82,156.49,,0.0,0.0,0.0,0.0,0.0,0.0
Jon Jones,193.04,112.49,213.36,4.38,0.58,2.24,0.45,0.95,0.5
Paul Jones,175.26,90.26,,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Jolly,185.42,92.99,190.5,1.32,0.46,3.39,0.33,0.5,0.0
Liana Jojua,162.56,56.7,157.48,2.42,0.3,5.32,0.66,0.5,1.3
Brian Johnston,190.5,104.33,,0.0,0.0,0.0,0.0,0.0,0.0
Charles Johnson,175.26,56.7,177.8,4.74,0.49,3.62,0.2,0.67,0.4
Jose Johnson,182.88,56.7,180.34,2.27,0.57,1.61,0.6,0.41,0.7
Chad Johnson,187.96,104.33,203.2,5.92,0.68,7.8,0.0,0.0,0.0
Taylor Johnson,182.88,83.91,187.96,5.09,0.6,1.13,1.0,1.0,0.0
Jordan Johnson,187.96,92.99,200.66,3.45,0.47,2.64,0.42,1.0,1.2
Tony Johnson,185.42,120.2,,2.0,0.53,4.73,0.22,0.0,0.0
Timothy Johnson,190.5,120.2,195.58,3.43,0.45,3.08,0.24,0.69,0.0
Dashon Johnson,170.18,65.77,,1.01,0.69,3.83,0.33,0.63,0.8
Kajan Johnson,180.34,70.31,190.5,2.47,0.42,1.59,0.37,0.62,0.2
Deshaun Johnson,,75.75,,2.27,0.41,6.67,0.0,0.0,0.0
Michael Johnson,177.8,70.31,185.42,4.23,0.39,3.8,0.4,0.81,0.0
Demetrious Johnson,160.02,56.7,167.64,3.43,0.54,1.66,0.56,0.65,0.5
Lavar Johnson,193.04,108.86,208.28,5.39,0.55,2.54,0.66,0.54,0.6
Tony Johnson,187.96,92.99,193.04,4.0,0.92,3.67,0.0,0.9,0.0
Ricky Johnson,172.72,65.77,,1.83,0.25,6.3,0.0,0.0,0.0
Travis Johnson,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Devin Johnson,,,,0.0,0.0,0.0,0.0,0.0,0.0
DaMarques Johnson,185.42,77.11,190.5,2.11,0.37,3.75,0.55,0.19,0.7
Anthony Johnson,187.96,92.99,198.12,3.25,0.47,1.83,0.57,0.77,0.6
Miles Johns,170.18,65.77,167.64,3.16,0.44,2.65,0.2,0.81,0.0
Brett Johns,170.18,61.23,180.34,2.86,0.49,3.84,0.49,0.58,1.0
Phil Johns,157.48,77.11,,1.2,0.66,1.8,0.0,0.5,0.0
Carls John De Tomas,165.1,56.7,180.34,1.74,0.37,3.93,0.33,0.66,0.0
Sung Bin Jo,182.88,65.77,182.88,1.4,0.33,2.67,0.33,0.83,1.0
Jiniushiyue,167.64,56.7,172.72,3.0,0.41,2.71,0.28,0.75,0.0
Jinensibieke Asikeerbai,167.64,70.31,175.26,2.0,0.5,10.0,0.0,0.0,0.0
Ryan Jimmo,185.42,92.99,185.42,3.12,0.66,2.77,0.28,0.87,0.0
Art Jimmerson,185.42,88.9,,0.0,0.0,0.0,0.0,0.0,0.0
Gilbert Jimenez,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Baergeng Jieleyisi,175.26,61.23,177.8,1.75,0.38,2.3,0.75,0.73,0.3
Ronald Jhun,180.34,77.11,,1.45,0.57,3.01,1.0,1.0,0.0
Maciej Jewtuszko,182.88,70.31,,2.29,0.45,1.39,0.0,0.42,0.9
Chan-Mi Jeon,165.1,52.16,,6.23,0.31,7.77,0.0,0.0,0.0
Kyle Jensen,175.26,77.11,,0.0,0.0,0.92,1.0,0.0,6.9
Ryan Jensen,185.42,83.91,193.04,2.84,0.39,2.99,0.5,0.31,1.9
Steve Jennum,177.8,97.52,,0.0,0.0,0.0,0.0,0.0,0.0
Jack Jenkins,170.18,65.77,172.72,4.5,0.61,2.97,0.64,0.67,0.0
Brandon Jenkins,182.88,70.31,180.34,2.93,0.41,8.05,0.0,0.27,0.0
Adrienna Jenkins,172.72,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Jenkins,170.18,65.77,,2.41,0.37,1.58,0.68,1.0,0.0
Trent Jenkins,187.96,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Jeffery,187.96,83.91,185.42,3.1,0.45,4.46,0.0,0.5,0.0
Joanna Jedrzejczyk,167.64,52.16,165.1,6.28,0.48,3.25,0.62,0.8,0.1
Justin Jaynes,170.18,65.77,172.72,3.34,0.44,5.33,0.4,0.2,1.1
Yazmin Jauregui,160.02,52.16,162.56,6.64,0.39,5.25,0.0,1.0,0.0
Louis Jauregui,170.18,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Jasmine Jasudavicius,170.18,56.7,172.72,3.71,0.45,3.67,0.44,0.75,0.5
Rony Jason,170.18,65.77,185.42,2.04,0.44,3.14,0.3,0.36,0.8
Josh Jarvis,,,,0.0,0.0,0.0,0.0,0.0,0.0
Brock Jardine,180.34,77.11,,1.06,0.3,3.34,0.0,0.14,0.8
Keith Jardine,187.96,83.91,193.04,3.25,0.36,2.98,0.45,0.62,0.7
Gigo Jara,175.26,65.77,,2.26,0.57,2.71,0.0,0.66,0.0
Jaime Jara,185.42,92.99,,2.2,0.6,1.47,0.0,0.25,0.0
Dave Jansen,175.26,70.31,185.42,2.94,0.33,3.67,0.28,0.38,0.9
Josh Janousek,180.34,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Janes,190.5,83.91,193.04,7.69,0.48,5.53,1.0,0.58,0.0
Virna Jandiroba,160.02,52.16,162.56,2.12,0.38,2.73,0.34,0.73,1.7
Nate James,182.88,83.91,,1.33,0.42,2.67,0.0,0.44,0.0
Justin James,177.8,70.31,,1.34,0.36,2.68,0.0,0.5,1.6
Dustin Jacoby,190.5,92.99,193.04,5.33,0.47,4.05,0.25,0.62,0.0
Richard Jacobi,193.04,117.93,190.5,0.88,0.44,3.94,1.0,1.0,0.0
Eric Jacob,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Montel Jackson,177.8,61.23,190.5,3.39,0.53,1.42,0.71,0.69,0.3
Jason Jackson,185.42,77.11,198.12,2.24,0.48,1.31,0.0,0.0,0.0
Mike Jackson,187.96,77.11,187.96,4.49,0.57,3.73,0.33,0.88,0.0
Kenyon Jackson,182.88,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Damon Jackson,180.34,70.31,180.34,2.96,0.42,3.47,0.32,0.37,1.2
Jeremy Jackson,177.8,77.11,,0.71,0.27,2.03,0.4,0.58,0.0
Quinton Jackson,185.42,92.99,185.42,3.25,0.54,2.51,0.56,0.73,0.1
Eugene Jackson,172.72,83.91,,2.19,0.33,3.44,0.71,0.16,2.3
Kevin Jackson,177.8,90.26,,0.0,0.0,0.0,0.0,0.0,0.0
Yves Jabouin,170.18,61.23,172.72,3.06,0.41,2.93,0.6,0.82,0.1
Saygid Izagakhmaev,,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Taiga Iwasaki,185.42,83.91,185.42,1.99,0.33,7.08,0.0,0.0,0.0
Tatsuya Iwasaki,175.26,92.99,,0.79,1.0,8.68,0.0,0.0,0.0
Tomomi Iwama,160.02,70.31,,1.0,0.2,3.0,0.0,0.0,0.0
Anthony Ivy,187.96,83.91,187.96,2.5,0.42,4.57,0.2,1.0,0.0
Blagoy Ivanov,180.34,113.4,185.42,3.25,0.4,4.2,0.4,0.61,0.1
Leandro Issa,170.18,61.23,175.26,2.08,0.37,3.17,0.22,0.5,1.2
Wallid Ismail,170.18,92.99,,0.92,0.31,0.83,0.28,0.0,0.5
Damir Ismagulov,177.8,70.31,187.96,3.36,0.42,2.44,0.28,0.7,0.0
Tokimitsu Ishizawa,182.88,83.91,,1.34,0.3,2.99,0.18,0.0,0.0
Eiji Ishikawa,177.8,77.11,,1.2,0.29,4.07,0.09,0.0,0.0
Yuki Ishikawa,180.34,92.99,,1.07,0.28,8.57,0.0,0.5,0.0
Satoshi Ishii,180.34,108.86,,1.41,0.36,1.58,0.52,1.0,1.6
Teruto Ishihara,170.18,61.23,175.26,3.26,0.44,3.63,0.16,0.3,0.0
Mitsuhiro Ishida,167.64,69.85,,1.46,0.41,1.13,0.53,0.33,0.7
Issa Isakov,175.26,70.31,177.8,1.93,0.36,5.78,0.0,0.0,0.0
Eric Irvin,172.72,70.31,,3.27,0.42,4.47,0.3,0.33,0.0
James Irvin,187.96,92.99,190.5,2.03,0.48,3.86,0.0,0.36,0.5
Jason Ireland,175.26,73.03,,1.2,0.25,2.07,0.75,0.0,1.2
Jorge Interiano,185.42,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Naoki Inoue,175.26,56.7,180.34,3.67,0.35,3.37,0.0,0.6,2.5
Takeshi Inoue,172.72,65.77,,2.54,0.44,3.32,0.0,0.47,0.0
Katsuya Inoue,175.26,76.2,,3.41,0.24,12.89,0.0,0.66,0.0
Egan Inoue,175.26,86.18,,1.66,0.36,3.31,0.0,0.0,0.0
Enson Inoue,177.8,95.25,,1.7,0.63,1.88,0.0,0.33,0.0
Guto Inocente,190.5,92.99,,4.13,0.66,2.92,0.33,0.66,0.7
Chris Inman,,,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Indich,177.8,77.11,,1.31,0.3,4.32,0.5,0.5,1.5
Michael Imperato,170.18,61.23,167.64,1.93,0.48,2.67,0.12,0.0,1.0
Brad Imes,200.66,120.2,,2.73,0.31,4.24,0.71,0.0,1.0
Nassourdine Imavov,190.5,83.91,190.5,4.45,0.55,3.26,0.32,0.78,1.1
Masakazu Imanari,162.56,63.05,,0.55,0.3,1.74,0.0,0.0,2.1
Yusuke Imamura,172.72,99.79,,0.18,0.5,1.83,0.5,0.0,0.0
Zelim Imadaev,182.88,77.11,193.04,2.91,0.36,4.35,0.5,0.6,0.0
Mikhail Iloukhine,175.26,92.99,,0.16,0.2,2.95,0.0,0.0,7.0
Seichi Ikemoto,180.34,76.2,,2.59,0.32,3.74,0.26,0.6,0.0
Fabiano Iha,172.72,70.31,,1.73,0.47,2.49,0.4,0.5,2.9
Sergey Ignatov,175.26,95.25,,0.35,0.5,3.25,0.0,0.0,0.0
Valeri Ignatov,175.26,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Dan Ige,170.18,65.77,180.34,3.66,0.45,3.5,0.26,0.57,0.2
Minoki Ichihara,170.18,80.74,,0.0,0.0,0.0,0.0,0.0,0.0
Khadis Ibragimov,190.5,92.99,198.12,3.55,0.49,4.26,0.3,0.8,0.3
Al Iaquinta,177.8,70.31,177.8,4.06,0.4,4.53,0.18,0.74,0.2
Joe Hurley,172.72,70.31,,1.12,0.45,3.35,0.0,0.2,0.0
Adam Hunter,185.42,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Alex Hunter,175.26,102.51,,0.0,0.0,0.0,0.0,0.0,0.0
Mark Hunt,177.8,120.2,182.88,2.81,0.43,2.9,0.55,0.64,0.2
Harry Hunsucker,187.96,92.99,190.5,3.54,0.52,6.53,0.0,0.0,2.0
Abongo Humphrey,180.34,92.99,,1.45,0.4,3.83,0.37,0.33,3.8
Bryan Humes,,120.2,,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Humburger,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
David Hulett,177.8,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Victor Hugo,170.18,61.23,180.34,3.27,0.44,2.95,0.33,0.73,1.2
Sam Hughes,165.1,52.16,162.56,4.41,0.46,4.57,0.32,0.6,0.1
Jeff Hughes,187.96,113.4,195.58,3.95,0.51,3.67,0.5,0.45,0.0
Mark Hughes,175.26,92.99,,0.9,0.47,0.4,0.5,0.0,4.5
Matt Hughes,175.26,77.11,185.42,2.14,0.53,1.36,0.5,0.35,1.2
Casey Huffman,190.5,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Roger Huerta,175.26,70.31,177.8,3.64,0.36,2.33,0.46,0.52,0.5
Alex Huddleston,200.66,115.21,,2.47,0.42,2.59,0.0,0.0,0.9
Collin Huckbody,190.5,83.91,193.04,2.05,0.6,2.73,1.0,0.0,20.4
Austin Hubbard,177.8,70.31,180.34,4.12,0.43,3.92,0.34,0.67,0.0
Huang Feier,165.1,52.16,165.1,0.0,0.0,0.0,0.0,0.0,0.0
Yuele Huang,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Brady Huang,175.26,61.23,175.26,4.62,0.37,10.77,0.0,0.0,0.0
Carlos Huachin,162.56,61.23,170.18,2.1,0.21,4.8,0.0,0.66,0.0
Hu Yaozong,190.5,83.91,182.88,3.35,0.48,5.09,0.0,0.33,0.4
Shane Howell,172.72,56.7,,1.27,0.32,2.55,0.0,0.2,0.0
John Howard,170.18,77.11,182.88,2.15,0.5,3.08,0.49,0.53,0.4
Harold Howard,187.96,108.86,,0.0,0.0,0.0,0.0,0.0,0.0
Brian Houston,187.96,83.91,,1.9,0.35,3.67,1.0,0.87,0.0
Jamie Houston,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Trey Houston,180.34,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Hougland,170.18,61.23,172.72,1.86,0.48,3.46,0.18,0.0,1.1
Saeed Hosseini,,,,0.0,0.0,0.0,0.0,0.0,0.0
John Hosman,177.8,61.23,,1.11,0.38,1.52,0.0,0.46,0.0
Matt Horwich,185.42,83.91,,1.11,0.62,2.16,0.09,0.28,2.7
Jamey-Lyn Horth,170.18,56.7,167.64,2.72,0.51,2.58,0.36,0.72,0.2
Chris Horodecki,175.26,70.31,175.26,4.59,0.41,3.16,0.55,0.37,0.9
Matt Horning,162.56,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Horn,185.42,83.91,187.96,1.19,0.39,1.99,0.38,0.29,1.1
Yuma Horiuchi,167.64,56.7,170.18,3.73,0.3,5.0,0.16,0.0,2.0
Kyoji Horiguchi,165.1,56.7,167.64,3.6,0.45,2.45,0.44,0.55,0.0
Yoshinori Horie,172.72,65.77,177.8,2.76,0.49,5.65,0.0,0.0,0.0
Moti Horenstein,193.04,104.33,,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Horcher,177.8,70.31,177.8,2.05,0.44,4.21,0.5,0.47,0.7
Chase Hooper,185.42,70.31,187.96,4.97,0.52,3.26,0.27,0.57,2.4
Dan Hooker,182.88,70.31,190.5,5.03,0.48,4.72,0.34,0.78,0.3
Lorenzo Hood,190.5,120.2,203.2,2.64,0.61,4.66,0.0,1.0,0.0
David Hood,182.88,90.72,,0.0,0.0,0.0,0.0,0.0,0.0
Satoshi Honma,185.42,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
SeongChan Hong,170.18,70.31,175.26,6.57,0.55,8.76,0.0,0.0,0.0
JunYoung Hong,175.26,65.77,175.26,2.1,0.39,2.3,0.0,0.35,0.0
Chris Honeycutt,177.8,77.11,185.42,2.99,0.44,1.41,0.45,0.75,0.0
Barb Honchak,162.56,56.7,165.1,4.04,0.3,4.67,0.0,0.0,1.3
Mark Hominick,172.72,65.77,172.72,4.08,0.42,4.18,0.66,0.71,0.9
Sabah Homasi,182.88,77.11,182.88,4.98,0.48,6.91,0.5,0.66,0.0
Scott Holtzman,175.26,70.31,175.26,4.32,0.47,3.66,0.56,0.67,0.2
Mark Holst,182.88,70.31,,0.25,0.19,1.67,1.0,0.6,2.3
Ben Holscher,180.34,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Paddy Holohan,177.8,56.7,175.26,2.13,0.46,2.81,0.47,0.71,1.3
Kurt Holobaugh,180.34,70.31,177.8,4.65,0.45,4.3,0.33,0.39,0.8
Joseph Holmes,193.04,83.91,203.2,2.88,0.53,3.08,0.4,0.5,0.8
Rex Holman,190.5,92.99,,2.75,0.34,7.25,0.0,1.0,0.0
Holly Holm,172.72,61.23,175.26,3.13,0.4,2.92,0.3,0.76,0.1
Jeremie Holloway,182.88,77.11,,0.81,0.5,0.51,0.0,0.0,0.0
Gabrielle Holloway,160.02,65.77,,0.7,0.42,3.07,0.35,0.16,1.0
Max Holloway,180.34,65.77,175.26,7.16,0.47,4.76,0.53,0.83,0.3
Roger Hollett,180.34,92.99,,1.83,0.47,6.47,0.28,0.3,0.0
Kevin Holland,190.5,77.11,205.74,4.22,0.49,3.22,0.38,0.53,0.6
Chris Holdsworth,180.34,61.23,,1.85,0.29,1.94,0.62,1.0,2.0
Sean Holden,177.8,77.11,,2.4,0.59,0.6,0.83,0.0,2.0
Andrew Holbrook,180.34,70.31,177.8,2.2,0.49,3.0,0.18,0.1,2.1
Sam Hoger,187.96,92.99,,1.07,0.25,2.25,0.38,0.29,1.3
Chris Hofmann,182.88,77.11,182.88,4.78,0.45,4.63,0.42,0.0,0.0
Bobby Hoffman,187.96,111.13,,2.02,0.7,1.32,0.5,0.0,1.2
Matt Hobar,177.8,61.23,177.8,3.23,0.42,4.27,0.44,0.5,0.0
Kwan Ho Kwak,165.1,61.23,,3.29,0.41,3.45,1.0,0.26,0.0
An Tuan Ho,167.64,56.7,167.64,4.14,0.37,4.97,0.0,0.0,0.0
Yuji Hisamatsu,177.8,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Mizuto Hirota,170.18,70.31,170.18,3.36,0.4,3.5,0.5,0.58,0.1
Kuniyoshi Hironaka,177.8,76.2,177.8,1.98,0.4,3.01,0.3,0.25,0.6
Alan Hiro,165.1,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Hatsu Hioki,180.34,65.77,185.42,2.42,0.42,2.12,0.56,0.54,0.6
Branden Lee Hinkle,190.5,106.59,,2.61,0.69,3.91,0.57,0.66,4.3
Kailan Hill,185.42,83.91,195.58,2.6,0.53,4.8,0.42,0.0,0.0
Jamahal Hill,193.04,92.99,200.66,7.05,0.53,4.02,0.0,0.73,0.0
Tyler Hill,190.5,77.11,,3.64,0.39,5.33,0.0,0.0,0.0
Angela Hill,160.02,52.16,162.56,5.47,0.5,4.92,0.32,0.75,0.1
Isaiah Hill,177.8,70.31,,4.84,0.5,0.97,0.0,0.66,14.5
Corey Hill,193.04,70.31,203.2,3.57,0.46,1.61,0.8,1.0,0.0
Alex Higley,177.8,65.77,,0.29,1.0,1.74,0.0,0.0,0.0
Richie Hightower,172.72,77.11,,4.62,0.35,6.92,1.0,1.0,0.0
Jason High,172.72,70.31,185.42,1.28,0.42,1.56,0.63,0.37,2.8
Lee Higgins,,70.31,,1.02,0.26,3.68,0.0,0.0,0.0
Brady Hiestand,172.72,61.23,180.34,2.7,0.5,3.75,0.46,0.42,1.1
Jay Hieron,182.88,77.11,190.5,1.66,0.32,1.89,0.6,0.66,1.0
Marcus Hicks,167.64,70.31,162.56,1.42,0.43,3.06,0.53,0.25,4.0
Conor Heun,177.8,70.31,,2.92,0.36,3.66,0.31,0.33,0.3
Jimy Hettes,175.26,65.77,180.34,3.47,0.57,3.5,0.44,0.61,1.4
Brandon Hester,185.42,92.99,,3.53,0.53,0.4,0.8,0.0,0.0
Clint Hester,187.96,92.99,195.58,3.36,0.42,3.44,0.35,0.6,0.0
Jon Hess,200.66,133.81,,0.0,0.0,0.0,0.0,0.0,0.0
Heath Herring,193.04,113.4,198.12,2.37,0.5,1.77,0.5,0.32,0.7
Felice Herrig,162.56,52.16,165.1,3.84,0.37,5.19,0.28,0.75,0.8
Alvaro Herrera Mendoza,182.88,70.31,187.96,1.89,0.38,3.4,0.0,0.33,1.1
Geane Herrera,165.1,56.7,167.64,1.51,0.31,5.07,0.37,0.38,0.6
Chris Herrera,177.8,83.91,,2.04,0.37,3.35,1.0,1.0,0.0
Paul Herrera,177.8,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Leslie Hernandez,160.02,52.16,162.56,3.6,0.58,2.53,0.0,0.54,0.0
Carlos Hernandez,172.72,56.7,170.18,3.9,0.45,3.43,0.21,0.67,0.2
Nohelin Hernandez,177.8,61.23,180.34,1.32,0.34,2.63,0.5,0.37,0.0
Anthony Hernandez,182.88,83.91,190.5,4.5,0.63,2.61,0.45,0.66,1.9
Alexander Hernandez,175.26,70.31,182.88,4.38,0.4,4.62,0.36,0.71,0.1
Ramiro Hernandez,175.26,61.23,,2.72,0.28,5.51,0.0,0.0,0.0
Joe Hernandez,,,,0.0,0.0,0.0,0.0,0.0,0.0
Noe Hernandez,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jack Hermansson,185.42,83.91,195.58,5.09,0.44,3.69,0.3,0.8,0.4
Dave Herman,193.04,109.77,195.58,4.98,0.6,3.78,1.0,0.58,0.0
Ed Herman,185.42,92.99,195.58,3.31,0.48,3.71,0.47,0.59,1.0
Jai Herbert,185.42,70.31,195.58,3.16,0.42,3.37,0.23,0.59,0.0
TJ Hepburn,170.18,70.31,,0.73,0.37,0.13,0.4,0.6,0.0
Victor Henry,170.18,61.23,172.72,7.66,0.53,5.48,0.36,0.84,0.4
Danny Henry,182.88,65.77,185.42,5.2,0.51,4.16,0.33,0.5,2.2
Diego Henrique da Silva,187.96,83.91,,2.53,0.57,3.27,0.0,0.63,0.0
Jose Henrique,190.5,77.11,200.66,3.45,0.43,5.79,0.0,0.0,0.0
Luis Henrique,187.96,110.22,187.96,1.81,0.43,2.22,0.36,0.5,1.0
Cory Hendricks,190.5,92.99,,3.13,0.39,4.07,0.0,1.0,0.0
Johny Hendricks,175.26,83.91,175.26,3.49,0.45,3.99,0.46,0.63,0.3
Josh Hendricks,187.96,106.59,,0.98,0.2,11.8,0.0,0.0,0.0
Ron Henderson,177.8,56.7,,2.53,0.25,3.6,0.2,0.0,0.0
Benson Henderson,175.26,77.11,177.8,2.93,0.45,1.79,0.45,0.63,0.8
Dan Henderson,180.34,83.91,187.96,2.44,0.47,2.7,0.52,0.57,0.3
Elisha Helsper,167.64,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Matt Helm,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Delson Heleno,180.34,83.91,,0.69,0.75,4.83,0.0,0.0,0.0
Marcin Held,175.26,70.31,180.34,1.41,0.34,2.02,0.46,0.37,1.3
Ian Heinisch,180.34,83.91,182.88,3.25,0.5,2.98,0.17,0.59,0.7
Nick Hein,167.64,70.31,167.64,2.65,0.35,3.61,0.33,0.83,0.0
Jake Hecht,182.88,77.11,185.42,3.26,0.47,2.76,0.37,0.4,0.0
Chris Heatherly,175.26,70.31,,1.08,0.45,2.67,0.5,1.0,0.7
David Heath,180.34,92.99,182.88,1.48,0.3,5.16,0.5,0.57,1.0
Spencer Hearns,180.34,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Healy,185.42,70.31,,1.67,0.35,3.0,0.5,0.4,1.0
Pat Healy,182.88,70.31,182.88,2.57,0.36,2.57,0.37,0.55,1.1
James Head,185.42,77.11,185.42,2.75,0.48,3.11,1.0,0.66,0.8
Dustin Hazelett,185.42,77.11,193.04,2.24,0.4,3.51,0.5,0.25,4.1
Josh Haynes,175.26,77.11,,1.25,0.22,4.03,0.18,0.42,0.0
Gerric Hayes,177.8,,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hayes,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Hayes,193.04,104.33,,4.87,0.55,1.47,0.0,0.75,4.0
Tommy Hayden,175.26,65.77,,1.48,0.27,2.05,0.33,0.66,0.0
