event_name,fighter_1,fighter_2,winner,method,fighter_1_kd,fighter_1_sig_str,f1_sig_head,f1_sig_body,f1_sig_leg,f1_sig_distance,f1_sig_clinch,f1_sig_ground,fighter_1_td,fighter_1_sub_att,fighter_1_rev,fighter_1_ctrl,fighter_2_kd,fighter_2_sig_str,f2_sig_head,f2_sig_body,f2_sig_leg,f2_sig_distance,f2_sig_clinch,f2_sig_ground,fighter_2_td,fighter_2_sub_att,fighter_2_rev,fighter_2_ctrl,round_num,time
UFC Fight Night: Almeida vs. Lewis,Rodrigo Nascimento,Don'Tale Mayes,Rodrigo Nascimento, Decision - Unanimous ,0,0.45,0.72,0.12,0.14,0.82,0.17,0.0,0.0,0,0,2.21,0,0.49,0.49,0.37,0.12,0.69,0.3,0.0,0.0,0,0,0.39,3,5:00
UFC Fight Night: Almeida vs. Lewis,Gabriel Bonfim,Nicolas Dalby,Nicolas Dalby, KO/TKO ,0,0.42,0.69,0.07,0.23,0.82,0.07,0.1,0.6,1,0,4.19,1,0.46,0.77,0.13,0.09,0.47,0.47,0.05,0.0,0,0,1.27,2,4:33
UFC Fight Night: Almeida vs. Lewis,Jailton Almeida,Derrick Lewis,Jailton Almeida, Decision - Unanimous ,0,0.67,0.84,0.13,0.02,0.13,0.07,0.78,0.4,4,1,21.1,0,0.51,0.85,0.15,0.0,0.1,0.05,0.85,0.0,0,0,0.57,5,5:00
UFC 294: Makhachev vs. Volkanovski 2,Viktoriia Dudakova,Jinh Yu Frey,Viktoriia Dudakova, Decision - Unanimous ,1,0.5,0.63,0.35,0.01,0.81,0.18,0.0,0.0,0,0,0.18,0,0.46,0.65,0.17,0.17,0.78,0.06,0.14,0.33,0,0,4.4,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Nathaniel Wood,Muhammad Naimov,Muhammad Naimov, Decision - Unanimous ,0,0.69,0.74,0.12,0.14,0.72,0.1,0.18,0.28,0,0,2.44,0,0.59,0.64,0.2,0.14,0.5,0.22,0.27,0.44,0,1,6.42,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Mike Breeden,Anshul Jubli,Mike Breeden, KO/TKO ,1,0.51,0.81,0.11,0.06,0.96,0.02,0.01,0.0,0,0,0.01,0,0.53,0.61,0.26,0.12,0.94,0.05,0.0,0.0,0,0,0.05,3,3:00
UFC 294: Makhachev vs. Volkanovski 2,Abu Azaitar,Sedriques Dumas,Sedriques Dumas, Decision - Unanimous ,0,0.38,0.51,0.31,0.17,0.75,0.07,0.17,0.5,0,0,0.32,0,0.43,0.32,0.14,0.52,0.91,0.0,0.08,0.5,0,0,4.1,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Javid Basharat,Victor Henry,, Could Not Continue ,0,0.69,0.26,0.26,0.46,0.86,0.13,0.0,0.25,0,0,0.29,0,0.69,0.12,0.24,0.64,0.92,0.08,0.0,0.0,0,0,0.14,2,0:15
UFC 294: Makhachev vs. Volkanovski 2,Mohammad Yahya,Trevor Peek,Trevor Peek, Decision - Unanimous ,0,0.46,0.65,0.32,0.02,0.95,0.04,0.0,1.0,1,0,0.24,0,0.62,0.52,0.26,0.21,0.81,0.09,0.08,0.57,0,0,5.1,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Tim Elliott,Muhammad Mokaev,Muhammad Mokaev, Submission ,0,0.69,0.63,0.33,0.03,0.46,0.26,0.26,1.0,2,0,2.23,0,0.42,0.57,0.21,0.21,0.71,0.07,0.21,0.5,1,0,8.24,3,3:03
UFC 294: Makhachev vs. Volkanovski 2,Said Nurmagomedov,Muin Gafurov,Said Nurmagomedov, Submission ,0,0.45,0.4,0.4,0.2,1.0,0.0,0.0,0.0,1,0,0.03,0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.07,1,1:13
UFC 294: Makhachev vs. Volkanovski 2,Ikram Aliskerov,Warlley Alves,Ikram Aliskerov, KO/TKO ,1,0.72,0.76,0.23,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.75,0.25,0.08,0.66,1.0,0.0,0.0,0.0,0,0,0.0,1,2:07
UFC 294: Makhachev vs. Volkanovski 2,Magomed Ankalaev,Johnny Walker,, Could Not Continue ,0,0.68,0.53,0.23,0.23,0.53,0.07,0.38,1.0,0,0,1.06,0,0.51,0.28,0.07,0.64,1.0,0.0,0.0,0.0,0,0,0.0,1,3:13
UFC 294: Makhachev vs. Volkanovski 2,Kamaru Usman,Khamzat Chimaev,Khamzat Chimaev, Decision - Majority ,0,0.54,0.75,0.16,0.08,0.91,0.02,0.05,0.0,0,0,0.04,0,0.54,0.71,0.07,0.21,0.57,0.0,0.42,0.33,1,0,7.16,3,5:00
UFC 294: Makhachev vs. Volkanovski 2,Islam Makhachev,Alexander Volkanovski,Islam Makhachev, KO/TKO ,1,0.82,0.54,0.37,0.08,0.29,0.33,0.37,0.0,0,0,0.19,0,0.66,0.0,0.25,0.75,0.75,0.25,0.0,0.0,0,0,0.49,1,3:06
UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez,Alatengheili,Chris Gutierrez, Decision - Unanimous ,0,0.55,0.4,0.09,0.5,1.0,0.0,0.0,0.0,0,0,0.08,0,0.28,0.65,0.26,0.07,1.0,0.0,0.0,0.5,0,0,0.51,3,5:00
UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva,Melissa Mullins,Melissa Mullins, Decision - Unanimous ,1,0.44,0.47,0.04,0.47,0.91,0.04,0.04,0.25,0,0,0.5,0,0.54,0.9,0.09,0.0,0.8,0.01,0.17,0.0,0,0,8.15,3,5:00
UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney,Brendon Marotte,Terrance McKinney, KO/TKO ,1,0.66,1.0,0.0,0.0,0.0,0.07,0.92,0.0,0,0,0.15,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:20
UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa,Ravena Oliveira,Tainara Lisboa, Decision - Unanimous ,0,0.51,0.5,0.44,0.05,0.38,0.61,0.0,0.37,0,0,6.55,0,0.48,0.66,0.2,0.13,0.86,0.13,0.0,0.66,0,0,5.22,3,5:00
UFC Fight Night: Yusuff vs. Barboza,Darren Elkins,TJ Brown,Darren Elkins, Submission ,0,0.33,0.72,0.27,0.0,1.0,0.0,0.0,0.62,2,1,8.09,0,0.3,0.73,0.06,0.2,1.0,0.0,0.0,1.0,0,1,1.29,3,2:23
UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez,Cameron Saaiman,Christian Rodriguez, Decision - Unanimous ,0,0.51,0.77,0.21,0.01,0.75,0.15,0.08,0.5,2,1,3.12,0,0.41,0.52,0.19,0.28,0.89,0.1,0.0,0.0,1,0,1.26,3,5:00
UFC Fight Night: Yusuff vs. Barboza,Andre Petroski,Michel Pereira,Michel Pereira, KO/TKO ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,0,0,0.0,1,0.33,0.83,0.16,0.0,0.33,0.0,0.66,0.0,0,0,0.04,1,1:06
UFC Fight Night: Yusuff vs. Barboza,Jonathan Martinez,Adrian Yanez,Jonathan Martinez, KO/TKO ,2,0.62,0.19,0.0,0.8,1.0,0.0,0.0,0.0,0,0,0.19,0,0.27,0.45,0.5,0.05,0.85,0.15,0.0,0.0,0,0,0.1,2,2:26
UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia,Viviane Araujo,Viviane Araujo, Decision - Unanimous ,0,0.4,0.7,0.04,0.24,0.75,0.24,0.0,0.5,0,0,1.25,0,0.52,0.62,0.16,0.2,0.91,0.04,0.04,0.33,1,0,7.03,3,5:00
UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff,Edson Barboza,Edson Barboza, Decision - Unanimous ,1,0.5,0.7,0.07,0.21,0.83,0.08,0.08,0.5,0,0,3.56,1,0.5,0.43,0.54,0.02,0.81,0.15,0.03,0.75,0,0,3.04,5,5:00
UFC Fight Night: Dawson vs. Green,Aoriqileng,Johnny Munoz,Aoriqileng, Decision - Unanimous ,1,0.66,0.54,0.18,0.27,0.63,0.02,0.34,0.5,0,0,5.39,0,0.19,0.71,0.28,0.0,1.0,0.0,0.0,0.36,3,0,4.3,3,5:00
UFC Fight Night: Dawson vs. Green,Vanessa Demopoulos,Kanako Murata,Vanessa Demopoulos, Decision - Unanimous ,0,0.47,0.67,0.32,0.0,0.32,0.22,0.45,0.0,0,1,0.42,0,0.53,0.79,0.11,0.08,0.29,0.02,0.67,0.83,0,0,10.1,3,5:00
UFC Fight Night: Dawson vs. Green,Nate Maness,Mateus Mendonca,Nate Maness, KO/TKO ,0,0.82,0.89,0.06,0.03,0.03,0.06,0.89,0.0,0,0,1.31,0,0.42,0.0,0.66,0.33,0.33,0.66,0.0,0.0,0,0,1.14,1,4:40
UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz,Diana Belbita,Karolina Kowalkiewicz, Decision - Unanimous ,0,0.52,0.66,0.29,0.03,0.87,0.12,0.0,0.16,0,1,2.15,0,0.37,0.57,0.33,0.09,0.85,0.13,0.01,1.0,0,1,0.53,3,5:00
UFC Fight Night: Dawson vs. Green,Alexander Hernandez,Bill Algeo,Bill Algeo, Decision - Unanimous ,0,0.48,0.33,0.6,0.06,1.0,0.0,0.0,0.0,0,0,0.35,1,0.45,0.41,0.3,0.28,0.98,0.01,0.0,1.0,0,0,0.07,3,5:00
UFC Fight Night: Dawson vs. Green,Drew Dober,Ricky Glenn,Drew Dober, KO/TKO ,1,0.56,0.63,0.23,0.13,0.66,0.06,0.26,0.0,0,0,0.31,0,0.22,0.4,0.6,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,2:36
UFC Fight Night: Dawson vs. Green,Alex Morono,Joaquin Buckley,Joaquin Buckley, Decision - Unanimous ,0,0.28,0.72,0.25,0.02,0.92,0.07,0.0,0.5,0,0,0.13,0,0.38,0.6,0.35,0.04,0.8,0.02,0.16,0.5,0,0,2.21,3,5:00
UFC Fight Night: Dawson vs. Green,Joe Pyfer,Abdul Razak Alhassan,Joe Pyfer, Submission ,0,0.41,0.57,0.34,0.07,0.92,0.07,0.0,0.75,2,0,1.07,0,0.39,0.36,0.18,0.45,1.0,0.0,0.0,0.0,1,0,0.08,2,2:05
UFC Fight Night: Dawson vs. Green,Grant Dawson,King Green,King Green, KO/TKO ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,0,0,0.0,1,0.63,1.0,0.0,0.0,0.14,0.0,0.85,0.0,0,0,0.05,1,0:33
UFC Fight Night: Fiziev vs. Gamrot,Mizuki,Hannah Goldy,Mizuki, Decision - Unanimous ,0,0.52,0.56,0.36,0.07,0.67,0.3,0.01,0.5,0,0,3.31,0,0.49,0.21,0.55,0.23,0.42,0.57,0.0,0.07,0,0,2.51,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,Mohammed Usman,Jake Collier,Mohammed Usman, Decision - Unanimous ,0,0.44,0.68,0.31,0.0,0.97,0.01,0.01,0.33,0,0,3.07,0,0.47,0.6,0.25,0.13,0.91,0.08,0.0,0.0,2,0,0.53,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun,Cody Brundage,Cody Brundage, DQ ,0,0.71,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0,0,3.39,0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0,0,0.26,1,4:15
UFC Fight Night: Fiziev vs. Gamrot,Tim Means,Andre Fialho,Tim Means, KO/TKO ,2,0.72,0.63,0.31,0.04,0.53,0.28,0.17,0.0,0,1,2.51,0,0.49,0.62,0.29,0.07,0.68,0.31,0.0,1.0,0,0,0.48,3,1:15
UFC Fight Night: Fiziev vs. Gamrot,Dan Argueta,Miles Johns,, Overturned ,0,0.38,0.6,0.24,0.15,0.66,0.15,0.18,0.33,2,0,3.55,0,0.46,0.74,0.11,0.13,0.93,0.04,0.02,0.33,0,0,4.39,3,5:00
UFC Fight Night: Fiziev vs. Gamrot,Ricardo Ramos,Charles Jourdain,Charles Jourdain, Submission ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.66,1,0,1.58,0,0.88,0.37,0.5,0.12,0.87,0.12,0.0,0.0,1,0,0.0,1,3:12
UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle,AJ Fletcher,Bryan Battle, Submission ,0,0.56,0.2,0.75,0.04,0.64,0.35,0.0,0.5,1,0,3.3,0,0.49,0.24,0.24,0.52,0.8,0.2,0.0,0.0,0,0,0.33,2,4:32
UFC Fight Night: Fiziev vs. Gamrot,Marina Rodriguez,Michelle Waterson-Gomez,Marina Rodriguez, KO/TKO ,0,0.68,0.67,0.31,0.01,0.17,0.75,0.07,1.0,0,0,2.03,0,0.4,0.53,0.38,0.07,0.3,0.53,0.15,0.16,0,0,2.49,2,2:42
UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot, KO/TKO ,0,0.56,0.22,0.66,0.11,1.0,0.0,0.0,0.0,0,0,0.0,0,0.4,0.68,0.12,0.18,0.81,0.06,0.12,0.16,0,0,1.28,2,2:03
UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell,Dan Ige,Bryce Mitchell, Decision - Unanimous ,0,0.57,0.56,0.3,0.13,0.73,0.04,0.21,0.33,1,0,7.33,0,0.32,0.72,0.16,0.11,0.88,0.11,0.0,0.0,0,1,2.11,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,Alex Reyes,Charlie Campbell,Charlie Campbell, KO/TKO ,0,0.36,0.57,0.14,0.28,0.85,0.14,0.0,0.0,0,0,0.01,1,0.59,0.62,0.23,0.13,0.81,0.16,0.02,0.0,0,0,0.02,1,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,Tracy Cortez,Jasmine Jasudavicius,Tracy Cortez, Decision - Unanimous ,0,0.48,0.61,0.15,0.23,0.88,0.11,0.0,0.0,0,0,0.26,0,0.37,0.55,0.32,0.11,0.75,0.24,0.0,0.2,0,0,3.0,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,Edgar Chairez,Daniel Lacerda,, Overturned ,0,0.6,0.0,0.16,0.83,1.0,0.0,0.0,0.0,1,0,0.14,0,0.28,0.25,0.25,0.5,0.75,0.0,0.25,0.5,0,0,1.19,1,3:47
UFC Fight Night: Grasso vs. Shevchenko 2,Roman Kopylov,Josh Fremd,Roman Kopylov, KO/TKO ,1,0.58,0.46,0.18,0.34,0.95,0.04,0.0,0.0,0,0,0.03,0,0.32,0.47,0.21,0.31,0.97,0.02,0.0,0.0,0,0,0.5,2,4:44
UFC Fight Night: Grasso vs. Shevchenko 2,Loopy Godinez,Elise Reed,Loopy Godinez, Submission ,1,0.67,0.71,0.19,0.09,0.71,0.14,0.14,1.0,6,0,6.29,0,0.23,0.0,0.66,0.33,1.0,0.0,0.0,0.0,0,0,0.22,2,3:38
UFC Fight Night: Grasso vs. Shevchenko 2,Fernando Padilla,Kyle Nelson,Kyle Nelson, Decision - Unanimous ,0,0.34,0.58,0.23,0.18,0.9,0.09,0.0,0.0,0,0,0.07,0,0.44,0.52,0.23,0.24,0.97,0.02,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,Daniel Zellhuber,Christos Giagos,Daniel Zellhuber, Submission ,0,0.35,0.5,0.3,0.19,0.97,0.02,0.0,0.0,1,0,0.17,0,0.46,0.65,0.07,0.26,0.94,0.05,0.0,0.0,0,0,0.11,2,3:26
UFC Fight Night: Grasso vs. Shevchenko 2,Raul Rosas Jr.,Terrence Mitchell,Raul Rosas Jr., KO/TKO ,1,0.6,0.94,0.05,0.0,0.33,0.05,0.61,0.0,0,0,0.17,0,0.31,0.83,0.16,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:54
UFC Fight Night: Grasso vs. Shevchenko 2,Kevin Holland,Jack Della Maddalena,Jack Della Maddalena, Decision - Split ,0,0.35,0.46,0.25,0.27,0.93,0.06,0.0,0.0,0,0,0.0,0,0.55,0.43,0.34,0.21,0.89,0.1,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Grasso vs. Shevchenko 2,Alexa Grasso,Valentina Shevchenko,, Decision - Split ,1,0.41,0.64,0.14,0.21,0.6,0.36,0.02,0.5,1,1,2.39,0,0.44,0.76,0.07,0.16,0.83,0.07,0.08,0.57,1,0,8.37,5,5:00
UFC 293: Adesanya vs. Strickland,Shane Young,Gabriel Miranda,Gabriel Miranda, Submission ,0,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.33,0.0,0.5,0.5,1.0,0.0,0.0,0.5,1,0,0.32,1,0:59
UFC 293: Adesanya vs. Strickland,Blood Diamond,Charles Radtke,Charles Radtke, Decision - Unanimous ,0,0.46,0.43,0.43,0.13,0.43,0.56,0.0,0.0,0,0,0.21,0,0.46,0.88,0.11,0.0,0.77,0.22,0.0,0.16,0,0,9.41,3,5:00
UFC 293: Adesanya vs. Strickland,Nasrat Haqparast,Landon Quinones,Nasrat Haqparast, Decision - Unanimous ,0,0.45,0.66,0.33,0.0,0.94,0.05,0.0,0.0,0,0,0.21,0,0.41,0.53,0.25,0.21,0.92,0.07,0.0,0.0,0,0,0.41,3,5:00
UFC 293: Adesanya vs. Strickland,Jamie Mullarkey,John Makdessi,Jamie Mullarkey, Decision - Unanimous ,0,0.49,0.43,0.14,0.42,1.0,0.0,0.0,0.0,0,0,0.0,0,0.44,0.44,0.26,0.28,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC 293: Adesanya vs. Strickland,Jack Jenkins,Chepe Mariscal,Chepe Mariscal, KO/TKO ,0,0.6,0.39,0.31,0.29,0.85,0.14,0.0,0.0,0,0,0.07,0,0.43,0.36,0.28,0.34,0.6,0.36,0.02,1.0,0,0,2.46,2,3:19
UFC 293: Adesanya vs. Strickland,Tyson Pedro,Anton Turkalj,Tyson Pedro, KO/TKO ,1,0.55,0.75,0.06,0.18,0.93,0.0,0.06,0.0,0,0,0.03,0,0.33,0.37,0.12,0.5,0.75,0.25,0.0,0.0,0,0,0.0,1,2:12
UFC 293: Adesanya vs. Strickland,Carlos Ulberg,Da Woon Jung,Carlos Ulberg, Submission ,1,0.52,0.61,0.24,0.13,0.72,0.09,0.17,0.5,1,0,1.41,0,0.48,0.24,0.2,0.55,0.94,0.05,0.0,0.5,0,0,0.15,3,4:49
UFC 293: Adesanya vs. Strickland,Justin Tafa,Austen Lane,Justin Tafa, KO/TKO ,1,0.78,0.81,0.0,0.18,0.54,0.0,0.45,0.0,0,0,0.05,0,0.5,0.42,0.14,0.42,1.0,0.0,0.0,0.0,0,0,0.0,1,1:22
UFC 293: Adesanya vs. Strickland,Manel Kape,Felipe dos Santos,Manel Kape, Decision - Unanimous ,1,0.61,0.68,0.21,0.09,0.82,0.05,0.12,1.0,0,0,0.45,0,0.32,0.53,0.28,0.18,0.94,0.04,0.01,0.0,0,0,0.08,3,5:00
UFC 293: Adesanya vs. Strickland,Tai Tuivasa,Alexander Volkov,Alexander Volkov, Submission ,0,0.41,0.14,0.25,0.6,0.92,0.07,0.0,0.0,0,0,0.0,1,0.65,0.69,0.19,0.1,0.77,0.03,0.19,0.0,1,0,2.35,2,4:37
UFC 293: Adesanya vs. Strickland,Israel Adesanya,Sean Strickland,Sean Strickland, Decision - Unanimous ,0,0.34,0.23,0.4,0.36,1.0,0.0,0.0,0.0,0,0,0.0,1,0.52,0.62,0.32,0.05,0.88,0.08,0.03,0.0,0,0,0.14,5,5:00
UFC Fight Night: Gane vs. Spivac,Farid Basharat,Kleydson Rodrigues,Farid Basharat, Submission ,0,0.66,0.5,0.5,0.0,0.0,0.25,0.75,0.4,1,0,3.15,0,0.87,0.42,0.28,0.28,0.57,0.14,0.28,0.0,0,0,0.3,1,4:15
UFC Fight Night: Gane vs. Spivac,Nora Cornolle,Joselyne Edwards,Nora Cornolle, Decision - Unanimous ,0,0.51,0.3,0.42,0.27,0.42,0.57,0.0,0.0,0,3,2.11,0,0.42,0.33,0.44,0.22,0.77,0.22,0.0,0.62,1,0,8.42,3,5:00
UFC Fight Night: Gane vs. Spivac,Ange Loosa,Rhys McKee,Ange Loosa, Decision - Unanimous ,0,0.53,0.72,0.19,0.08,0.45,0.32,0.21,0.6,0,0,6.07,0,0.42,0.62,0.24,0.12,0.9,0.06,0.02,0.0,0,0,0.05,3,5:00
UFC Fight Night: Gane vs. Spivac,Taylor Lapilus,Caolan Loughran,Taylor Lapilus, Decision - Unanimous ,0,0.51,0.7,0.21,0.08,0.9,0.08,0.01,0.0,0,0,0.18,0,0.36,0.58,0.27,0.14,0.91,0.06,0.02,0.18,0,0,6.26,3,5:00
UFC Fight Night: Gane vs. Spivac,Morgan Charriere,Manolo Zecchini,Morgan Charriere, KO/TKO ,1,0.53,0.61,0.26,0.11,0.96,0.03,0.0,0.0,0,0,0.03,0,0.21,0.55,0.11,0.33,1.0,0.0,0.0,0.0,0,0,0.0,1,3:51
UFC Fight Night: Gane vs. Spivac,William Gomis,Yanis Ghemmouri,William Gomis, KO/TKO ,0,0.59,0.19,0.11,0.69,0.9,0.09,0.0,0.0,2,0,0.55,0,0.38,0.0,0.25,0.75,0.85,0.14,0.0,0.0,0,0,2.42,3,2:20
UFC Fight Night: Gane vs. Spivac,Volkan Oezdemir,Bogdan Guskov,Volkan Oezdemir, Submission ,1,0.56,0.73,0.03,0.23,0.57,0.03,0.38,1.0,1,0,1.23,0,0.32,0.87,0.12,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,3:46
UFC Fight Night: Gane vs. Spivac,Benoit Saint Denis,Thiago Moises,Benoit Saint Denis, KO/TKO ,0,0.55,0.48,0.27,0.23,0.41,0.09,0.48,0.55,0,0,5.2,0,0.38,0.5,0.41,0.08,0.95,0.04,0.0,0.33,1,0,0.14,2,4:44
UFC Fight Night: Gane vs. Spivac,Manon Fiorot,Rose Namajunas,Manon Fiorot, Decision - Unanimous ,0,0.25,0.67,0.25,0.06,0.91,0.06,0.01,0.0,0,0,0.24,0,0.4,0.53,0.25,0.21,0.98,0.01,0.0,0.0,0,0,0.25,3,5:00
UFC Fight Night: Gane vs. Spivac,Ciryl Gane,Serghei Spivac,Ciryl Gane, KO/TKO ,0,0.69,0.44,0.35,0.2,0.96,0.03,0.0,0.0,0,0,0.09,0,0.25,0.63,0.18,0.18,1.0,0.0,0.0,0.0,0,0,0.02,2,3:44
UFC Fight Night: Holloway vs. The Korean Zombie,Liang Na,JJ Aldrich,JJ Aldrich, KO/TKO ,0,0.26,0.63,0.27,0.09,0.81,0.18,0.0,0.75,0,0,1.38,0,0.72,0.97,0.02,0.0,0.19,0.02,0.78,0.0,0,1,5.11,2,4:49
UFC Fight Night: Holloway vs. The Korean Zombie,Billy Ray Goff,Yusaku Kinoshita,Billy Ray Goff, KO/TKO ,1,0.47,0.32,0.32,0.35,0.9,0.05,0.05,0.0,0,0,0.05,0,0.32,0.88,0.11,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,3:49
UFC Fight Night: Holloway vs. The Korean Zombie,Song Kenan,Rolando Bedoya,Song Kenan, Decision - Unanimous ,1,0.5,0.72,0.21,0.06,0.9,0.08,0.01,0.0,0,0,0.4,0,0.43,0.32,0.24,0.43,0.92,0.07,0.0,0.0,0,0,0.33,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk, KO/TKO ,0,0.5,0.24,0.62,0.13,0.65,0.34,0.0,0.0,0,0,0.09,0,0.61,0.7,0.27,0.02,0.38,0.09,0.52,1.0,0,0,1.36,1,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,Toshiomi Kazama,Garrett Armfield,Garrett Armfield, KO/TKO ,0,0.48,0.53,0.2,0.26,1.0,0.0,0.0,0.0,0,0,0.0,1,0.58,0.8,0.2,0.0,0.88,0.0,0.11,0.0,0,0,0.26,1,4:16
UFC Fight Night: Holloway vs. The Korean Zombie,Waldo Cortes-Acosta,Lukasz Brzeski,Waldo Cortes-Acosta, KO/TKO ,1,0.33,0.6,0.2,0.2,0.8,0.2,0.0,0.0,0,0,0.0,0,0.63,0.07,0.21,0.71,1.0,0.0,0.0,0.0,0,0,0.0,1,3:01
UFC Fight Night: Holloway vs. The Korean Zombie,Junior Tafa,Parker Porter,Junior Tafa, KO/TKO ,1,0.61,0.87,0.12,0.0,0.5,0.5,0.0,0.0,0,0,0.04,0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.17,1,1:24
UFC Fight Night: Holloway vs. The Korean Zombie,Erin Blanchfield,Taila Santos,Erin Blanchfield, Decision - Unanimous ,0,0.47,0.6,0.29,0.09,0.7,0.27,0.01,0.0,0,0,8.08,0,0.36,0.5,0.16,0.32,0.83,0.16,0.0,0.0,0,0,0.09,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,Rinya Nakamura,Fernie Garcia,Rinya Nakamura, Decision - Unanimous ,0,0.63,0.44,0.27,0.27,0.69,0.0,0.3,1.0,3,0,9.26,0,0.22,0.6,0.26,0.13,0.86,0.0,0.13,0.0,1,0,0.0,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,Giga Chikadze,Alex Caceres,Giga Chikadze, Decision - Unanimous ,0,0.46,0.38,0.33,0.27,1.0,0.0,0.0,0.0,0,0,0.0,0,0.36,0.4,0.4,0.19,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,Anthony Smith,Ryan Spann,Anthony Smith, Decision - Split ,0,0.61,0.48,0.13,0.38,0.98,0.01,0.0,0.33,0,0,0.56,0,0.31,0.66,0.23,0.1,0.84,0.0,0.15,0.0,0,0,1.19,3,5:00
UFC Fight Night: Holloway vs. The Korean Zombie,Max Holloway,Chan Sung Jung,Max Holloway, KO/TKO ,2,0.58,0.45,0.41,0.13,0.94,0.01,0.04,0.0,1,0,0.57,0,0.27,0.73,0.17,0.08,1.0,0.0,0.0,0.0,0,0,0.15,3,0:23
UFC 292: Sterling vs. O'Malley,Andrea Lee,Natalia Silva,Natalia Silva, Decision - Unanimous ,0,0.34,0.27,0.25,0.46,1.0,0.0,0.0,0.0,0,0,0.0,0,0.4,0.48,0.24,0.27,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC 292: Sterling vs. O'Malley,Andre Petroski,Gerald Meerschaert,Andre Petroski, Decision - Split ,1,0.43,0.68,0.21,0.1,0.8,0.05,0.14,0.4,0,0,2.06,0,0.51,0.85,0.07,0.06,0.78,0.13,0.07,0.33,0,0,1.54,3,5:00
UFC 292: Sterling vs. O'Malley,Brad Katona,Cody Gibson,Brad Katona, Decision - Unanimous ,0,0.51,0.72,0.15,0.11,0.79,0.2,0.0,0.0,0,0,0.0,0,0.61,0.79,0.13,0.07,0.81,0.18,0.0,0.0,0,0,0.0,3,5:00
UFC 292: Sterling vs. O'Malley,Kurt Holobaugh,Austin Hubbard,Kurt Holobaugh, Submission ,0,0.51,0.75,0.16,0.08,0.81,0.14,0.03,0.0,2,0,1.08,0,0.41,0.56,0.38,0.04,0.7,0.2,0.09,0.33,0,0,2.23,2,2:39
UFC 292: Sterling vs. O'Malley,Gregory Rodrigues,Denis Tiuliulin,Gregory Rodrigues, KO/TKO ,0,0.83,0.8,0.2,0.0,0.2,0.0,0.8,0.5,0,0,0.47,0,0.28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,1:43
UFC 292: Sterling vs. O'Malley,Chris Weidman,Brad Tavares,Brad Tavares, Decision - Unanimous ,0,0.4,0.81,0.13,0.05,0.94,0.05,0.0,0.0,0,0,1.21,0,0.6,0.3,0.11,0.58,0.97,0.02,0.0,0.0,0,0,0.0,3,5:00
